20100104,64123,65629,63014,64995,1329003
20100105,64678,65392,63569,64916,1084139
20100106,64837,69355,64282,66818,2590053
20100107,67215,69117,66026,67215,1303825
20100108,68324,71098,67215,69434,2366466
20100111,70068,71336,68721,69672,1733651
20100112,69275,69672,67611,69355,807772
20100113,68483,70544,68245,68245,1527054
20100114,67769,69751,65392,67452,2459907
20100115,68324,69275,67532,68641,1045698
20100118,71336,75220,70464,74031,3525379
20100119,73873,76251,72922,73952,1656032
20100120,74665,76092,73714,74190,1401628
20100121,73159,73952,72922,73714,663297
20100122,72525,75299,72446,74824,1366491
20100125,75379,76885,69117,71336,2759078
20100126,71733,72604,66184,67769,2089581
20100127,67769,68800,65788,67215,1426124
20100128,68166,68245,65392,66818,1187923
20100129,65233,66263,64440,65392,879897
20100201,65867,66581,65075,66105,602028
20100202,66581,68721,66422,66660,953560
20100203,67532,68166,66422,66898,570825
20100204,66977,68404,66898,67611,504317
20100205,64837,65788,64757,65392,571421
20100208,65312,65629,62697,64203,682524
20100209,63410,64995,63014,64520,591041
20100210,64995,66977,64599,65075,705227
20100211,64995,67135,64916,65788,487879
20100212,66898,67849,66184,67373,741906
20100216,66898,68245,66422,67294,354309
20100217,68721,69751,68166,68958,1021674
20100218,69513,70306,68562,69672,668750
20100219,69117,70227,68086,69513,634729
20100222,70544,71098,69910,70544,585699
20100223,70227,71019,70147,70702,306244
20100224,70147,70544,69592,70147,357821
20100225,70464,70940,68958,69117,381145
20100226,69513,69513,68483,69196,221121
20100302,70544,70702,69672,69672,424608
20100303,70385,71019,70147,70464,541155
20100304,71178,71178,70227,70544,386572
20100305,70544,71178,69751,71098,400160
20100308,71416,71733,70702,71336,325293
20100309,71653,72684,71336,71970,623727
20100310,72129,72208,71257,71891,279206
20100311,72129,72287,70147,70306,602378
20100312,70544,71098,69196,70702,474912
20100315,70544,70702,68958,69751,436662
20100316,69513,70068,69355,69830,229450
20100317,69989,70623,69592,70623,345078
20100318,70147,71653,70147,70623,344560
20100319,70940,71495,70861,70861,276554
20100322,70623,70781,69355,70068,335190
20100323,70385,70464,69751,70147,233200
20100324,70385,70781,69117,69672,313897
20100325,69434,71891,69355,71416,796930
20100326,71733,71812,70702,71257,341464
20100329,70702,72446,70306,70781,747317
20100330,71257,73318,70940,72604,986639
20100331,72763,74190,71733,71812,846922
20100401,71812,72129,71098,71416,666081
20100402,71733,72446,70147,70544,729224
20100405,71495,71574,69275,70861,515108
20100406,70940,71653,70227,71336,453846
20100407,71336,71336,70306,70464,533874
20100408,70544,71178,70385,71098,257222
20100409,70940,72525,70861,71970,900491
20100412,72208,73239,71891,72367,741227
20100413,72684,72922,71257,71812,345711
20100414,72446,72446,71019,71891,518446
