20100104,18535,18841,18420,18727,651328
20100105,18727,18727,18382,18612,930145
20100106,18535,19416,18497,19416,1908454
20100107,19454,21982,19378,20603,8828228
20100108,20986,21790,20795,20909,4255490
20100111,21063,21101,20488,20909,1700671
20100112,20833,20909,20067,20297,1540054
20100113,19952,20105,19761,19875,1168649
20100114,19990,20603,19914,19914,1489967
20100115,20182,21063,20105,20718,4837308
20100118,20526,21177,20373,20871,2176105
20100119,20986,21177,20680,20909,1988487
20100120,21216,21446,20450,20909,2485251
20100121,21063,21254,20680,20871,1375100
20100122,20565,21063,20412,20565,2123457
20100125,20297,20335,19454,19722,2279162
20100126,19990,20029,19569,19684,1116920
20100127,19684,19875,19109,19301,1164895
20100128,19224,19301,18727,19071,1722031
20100129,18841,18841,18305,18344,1510418
20100201,18190,18727,18190,18573,743210
20100202,18688,18841,18458,18765,1060487
20100203,18688,18880,18420,18650,1247553
20100204,18573,18650,18305,18497,840501
20100205,17846,18152,17692,18114,1193413
20100208,17999,18075,17731,17769,736417
20100209,17692,17884,17578,17731,1012500
20100210,17846,17884,17539,17692,1214219
20100211,17692,18880,17654,18612,3163588
20100212,18420,19109,18305,18688,1754138
20100216,18688,18765,18497,18688,604278
20100217,18918,19071,18650,18765,728500
20100218,18765,18803,18497,18612,571005
20100219,18650,18956,18458,18650,1324514
20100222,18841,19339,18841,19263,1650585
20100223,19224,19263,18995,19224,539941
20100224,19109,19531,19033,19454,872568
20100225,19492,19569,18727,18956,830352
20100226,18995,19071,18612,18880,603176
20100302,18918,19109,18727,18841,626324
20100303,18727,18880,18612,18841,848790
20100304,18918,19224,18880,18956,1507229
20100305,19109,19531,19109,19492,1601285
20100308,19569,20565,19569,20488,3055892
20100309,20450,20795,20258,20565,2337945
20100310,20795,20986,20450,20450,1261978
20100311,20641,20718,20067,20067,1132672
20100312,20297,20718,20258,20603,1293884
20100315,20603,20833,20412,20795,1086132
20100316,20718,21216,20373,20986,1818108
20100317,21063,21254,20488,20871,1632653
20100318,20795,20795,20297,20373,1475311
20100319,20297,20488,20105,20373,1530380
20100322,20182,20412,20105,20373,783283
20100323,20373,20565,20105,20258,952747
20100324,20373,20412,19684,19914,1034311
20100325,19914,19914,19531,19646,1183879
20100326,19722,19875,19607,19799,838880
20100329,19607,20220,19454,20067,964202
20100330,20258,20565,20220,20373,1003446
20100331,20412,20450,19990,20182,766960
20100401,20220,20603,20182,20258,1040796
20100402,20258,20297,19684,19799,1715207
20100405,19837,19875,18956,19148,2083229
20100406,19224,19416,18956,19186,1059150
20100407,19148,19454,19109,19339,833351
20100408,19378,19761,19224,19761,1014738
20100409,19761,19799,19186,19378,678659
20100412,19454,19646,19186,19378,1299494
20100413,19416,19569,19071,19224,918514
20100414,19378,20335,19378,20335,2565700
20100415,20488,20871,20297,20412,2673937
20100416,20680,20756,20029,20220,1494615
20100419,20067,20565,19914,20143,1482581
20100420,20412,20526,20143,20297,954834
20100421,20526,21063,20450,20680,2798490
20100422,20718,21063,20526,20680,2388658
20100423,20833,20909,20335,20373,1324251
20100426,20488,20756,20335,20373,1205529
20100427,20297,20488,20029,20297,1235590
20100428,19875,20067,19761,19990,1222744
20100429,19990,20029,19378,19531,1894886
20100430,19761,19799,19531,19646,1055628
20100503,19378,19416,19071,19148,1805434
20100504,19224,19454,19071,19071,1153386
20100506,18880,18880,18075,18075,2918385
20100507,17578,18344,17233,18037,2786780
20100510,18114,18535,18075,18382,1326121
20100511,18765,18765,18075,18114,1315852
20100512,18152,18305,17692,17731,1207229
20100513,17884,18037,17578,17578,1451781
20100514,17539,17616,17195,17348,1547286
20100517,17156,17156,16773,16888,1911004
20100518,16850,17539,16850,17424,1185228
20100519,17195,17195,16812,16965,1337258
20100520,16850,17080,16084,16276,1867300
20100524,16276,17080,16276,16850,1599234
20100525,16850,16850,16161,16429,1242171
20100526,16582,16658,16199,16429,859875
20100527,16390,16544,16161,16390,1302183
20100528,16735,16927,16544,16812,1438204
20100531,16850,17386,16812,17233,1325357
20100601,17156,17386,16888,17195,871214
20100603,17233,17386,17080,17271,793188
20100604,17310,17692,17310,17463,1339499
20100607,16927,17080,16735,16812,1049396
20100608,16697,17003,16620,16812,926442
20100609,16850,16927,16544,16773,803993
20100610,16735,17424,16697,17156,1545096
20100611,17578,17999,17463,17922,2230905
20100614,18075,18075,17846,17999,1190789
20100615,17884,18190,17654,17961,891112
20100616,18037,18152,17846,17999,707126
20100617,17999,18344,17807,17846,1114067
20100618,17807,18075,17654,17654,835095
20100621,17999,18688,17922,18535,2323011
20100622,18497,18803,18267,18535,1027255
20100623,18458,18688,18344,18420,681879
20100624,18420,18765,18267,18612,605507
20100625,18535,18535,18152,18344,988733
20100628,18420,18458,18037,18075,801547
20100629,18075,18267,17769,18037,696548
20100630,17616,17692,17463,17692,1159585
20100701,17501,17654,17310,17578,684554
20100702,17539,18382,17348,17999,1636504
20100705,18305,18612,18190,18458,1689420
20100706,18344,18573,18037,18497,1069025
20100707,18573,18573,18114,18305,1045908
20100708,18573,18880,18458,18727,1627187
20100709,18880,18956,18535,18803,845445
20100712,18956,18956,18650,18803,508826
20100713,18688,18918,18650,18688,725061
20100714,18841,19148,18803,18995,1789263
20100715,18956,19033,18650,18765,938971
20100716,18688,18841,18382,18841,1287216
20100719,18382,18497,18114,18305,1644360
20100720,18305,18535,18152,18382,722617
20100721,18458,18688,18382,18382,669285
20100722,18458,18956,18420,18688,1685631
20100723,18995,19148,18803,18995,1559207
20100726,19148,19224,18918,19033,1075938
20100727,19109,19263,18956,19109,875125
20100728,19109,19263,18727,18880,728597
20100729,18995,19033,18727,18803,740086
20100730,18688,19033,18688,18918,786258
20100802,18995,19301,18727,18841,1252246
20100803,18995,19071,18535,18688,831517
20100804,18765,18841,18535,18535,599063
