20100104,46309,46516,45789,46516,12895
20100105,46101,46776,45582,46257,32904
20100106,46257,46360,45893,45893,13400
20100107,45841,45841,45166,45166,24631
20100108,45478,45582,44855,45063,25214
20100111,45063,45426,44907,45166,7278
20100112,45115,45530,44855,45063,16921
20100113,45011,45063,43920,44492,18410
20100114,43609,44336,43609,44128,18055
20100115,44076,44232,43609,44180,12034
20100118,43661,43661,43090,43246,19671
20100119,43246,43505,42726,43505,89905
20100120,43609,43972,42778,42778,18682
20100121,42674,42726,42259,42363,14039
20100122,42674,42674,41273,41688,25193
20100125,41273,41480,39715,40805,51250
20100126,40805,40857,39819,40286,47468
20100127,40390,40494,39611,40442,26441
20100128,40338,41532,39871,41480,36231
20100129,41065,41221,40338,41221,19188
20100201,40546,41688,40546,41273,13382
20100202,41377,41948,41117,41117,18928
20100203,41480,41532,40805,40805,14449
20100204,40961,41221,40182,40182,14563
20100205,39456,40079,38833,39871,20154
20100208,39456,40494,39040,39040,12759
20100209,39300,39404,38417,38573,18693
20100210,38833,38885,37587,37587,34827
20100211,37742,39144,37742,39144,25649
20100212,39144,40702,38677,40079,29465
20100216,40131,40598,39663,40286,15499
20100217,40442,40805,40027,40234,15802
20100218,40494,40494,39923,39923,12236
20100219,39923,39975,38781,39144,12515
20100222,39456,40598,39352,40182,15270
20100223,40027,40494,40027,40494,9188
20100224,40494,41169,40027,40961,10624
20100225,41013,41221,39923,39975,12950
20100226,39923,40286,39611,40286,11441
20100302,40286,40961,39871,40702,10594
20100303,40286,40702,40286,40546,2369
20100304,40442,40909,39975,40234,7818
20100305,40234,41013,40234,40961,10020
20100308,40805,41325,40805,41273,9269
20100309,41273,41896,41013,41896,8322
20100310,41896,42467,41584,42155,16519
20100311,42259,43090,42155,42986,26865
20100312,43090,43505,42623,43505,28682
20100315,43609,43661,42726,42986,16312
20100316,43090,43713,42726,43505,16292
20100317,43609,44595,43609,44284,21398
20100318,43817,44388,43817,43920,7377
20100319,43920,43920,43349,43609,12011
20100322,43609,43869,42934,43297,11430
20100323,43297,43869,43297,43869,15501
20100324,43920,44128,43661,43972,12772
20100325,44128,44128,42986,42986,15654
20100326,43090,43090,42519,42519,17171
20100329,42155,42363,41792,41844,15721
20100330,41896,42103,41532,42103,15115
20100331,42259,42259,41792,42103,8803
20100401,41948,42571,41948,42571,23239
20100402,42623,42623,42103,42155,12839
20100405,42259,42363,41844,42155,6707
20100406,41844,42311,41688,42051,6500
20100407,42363,43920,42051,43557,26396
20100408,43505,44855,43090,44180,56688
20100409,43972,44232,43505,43713,18510
20100412,43765,44647,43765,44388,19518
20100413,44543,45063,44180,45063,19132
20100414,45063,45478,44803,45374,22247
20100415,45011,45166,44336,45011,15165
20100416,44803,44803,43557,43557,13373
20100419,42986,43972,42674,43713,14962
20100420,43401,44180,43194,44076,14602
20100421,44024,44284,43609,43609,11394
20100422,43349,43609,42882,43090,10463
20100423,43297,43297,42571,42882,6209
20100426,42882,43609,42726,43609,7738
20100427,43557,44128,42934,43713,15363
20100428,43194,43401,42623,42830,20729
20100429,42623,42830,41740,41844,34085
20100430,41844,42415,41584,42363,22317
20100503,42674,43194,42571,42830,16315
20100504,43194,49216,43142,45686,232954
20100506,44751,48281,44232,46516,75490
20100507,45270,45634,44076,44128,62926
20100510,44543,44855,43557,44284,34253
20100511,44284,45997,43349,45270,71777
20100512,45789,50721,45686,49839,123925
20100513,49943,51916,49424,50877,79297
20100514,51293,53784,50202,52123,100094
20100517,51812,52954,50047,51293,62519
20100518,51708,53577,50358,51656,58808
20100519,51708,51708,48852,49527,56484
20100520,47866,50773,47866,48697,32710
20100524,47866,49527,47866,48333,23182
20100525,48229,48749,44699,45997,69648
20100526,45634,47035,45478,46620,26935
20100527,46828,47035,45582,46516,29553
20100528,46932,49060,46724,48801,51899
20100531,48956,49891,48801,49216,56183
20100601,49216,51448,48852,51189,38234
20100603,51189,53681,51033,53058,74217
20100604,53265,53265,51708,52019,27970
20100607,51344,51344,50254,50877,23655
20100608,51137,52642,50462,52435,36024
20100609,52435,52435,50514,50721,31738
20100610,51293,51293,49735,49995,44002
20100611,50462,51500,50098,51189,24319
20100614,51604,52435,50877,51344,32252
20100615,51344,51344,50410,50462,17061
20100616,50566,51033,49995,49995,21029
20100617,50098,53473,50098,52850,58734
20100618,52954,54096,52435,52538,30748
20100621,52954,53681,50981,52538,39824
20100622,52850,54407,52019,53992,61844
20100623,54096,55134,52123,52850,51044
20100624,53369,54304,52123,53992,40367
20100625,53265,53888,52850,52850,21593
20100628,53681,54719,52746,54511,35233
20100629,54719,57626,54096,55030,76882
20100630,53992,59911,53888,58872,80079
20100701,58768,59703,57003,59495,63176
20100702,58872,59911,56692,56899,43202
20100705,57003,57107,55238,55653,20044
20100706,55653,57938,54096,56796,50068
20100707,57107,57522,56276,56484,25395
20100708,56692,58457,56484,58145,34531
20100709,58145,61987,57834,61260,83253
20100712,61157,64064,60637,62403,54385
20100713,62403,63337,61364,62818,52925
20100714,62818,63752,61676,61987,48243
20100715,61364,62299,60534,62091,22326
20100716,62299,62299,60845,61780,25855
20100719,61260,61883,60949,61053,20057
20100720,61157,63233,60534,61364,35446
20100721,62195,62610,59703,60637,32266
20100722,60014,60534,59184,59911,26013
20100723,60222,62714,60118,61780,39902
20100726,61883,63233,61053,61053,28239
20100727,61053,63337,60430,62922,35826
20100728,63233,63545,61676,62506,20498
20100729,62506,62714,61364,61883,20324
20100730,61780,61780,60014,60741,18041
20100802,60845,61987,58665,58768,38808
20100803,59184,59599,58145,59184,26147
20100804,59184,61157,57522,60741,46597
20100805,60845,61053,59391,59391,20884
20100806,58457,60014,58145,59807,26258
20100809,59703,59703,58976,59391,10003
20100810,59495,59703,57315,57315,27987
20100811,57315,57938,56588,56796,22073
20100812,55965,57419,55238,55238,24613
20100813,55757,58249,55134,57211,20669
20100816,57211,57211,55757,56380,11615
20100817,57107,58768,55861,58145,24560
20100818,58353,59703,57315,59703,25278
20100819,60014,60014,58665,59495,33076
20100820,59184,59703,57522,59703,24816
20100823,58665,59807,58457,59495,19038
20100824,58665,60637,58145,58872,16873
20100825,58768,59184,57834,57938,17275
20100826,58145,58768,55861,57003,13512
20100827,57730,57730,54927,55757,35031
20100830,56173,57211,55550,56796,13588
20100831,56692,57211,56173,56588,18215
20100901,57107,59288,57107,58768,22400
20100902,59703,59703,58561,59184,16102
20100903,59288,59391,56588,56588,54247
20100906,56173,57730,55757,57626,16962
20100907,57211,59911,57211,59391,33117
20100908,59807,60326,58561,58976,33483
20100909,58665,59080,57626,58042,22432
20100910,58145,59495,57419,59080,17159
20100913,59080,59599,56899,58665,46261
20100914,58665,61260,58249,60534,85848
20100915,60741,61780,59807,60326,33322
20100916,60845,60845,59599,59807,21150
